"beginTime";"peakTime";"endTime";"classType";"classTypeNumber";"sourceLocation";"lat";"lon";"farestStartDate";"farestEndDate"
"2014-10-10T15:42Z";"2014-10-10T16:47Z";"2014-10-10T18:21Z";"C3.0";23;"S14W68";"-14";"-68";NA;NA
"2014-10-14T18:21Z";"2014-10-14T18:37Z";"2014-10-14T18:46Z";"M1.1";31,1;"S12E88";"-12";"+88";NA;NA
"2014-10-14T19:07Z";"2014-10-14T21:21Z";"2014-10-15T00:19Z";"M2.2";32,2;"S11E88";"-11";"+88";NA;NA
"2014-10-16T12:58Z";"2014-10-16T13:03Z";"2014-10-16T13:05Z";"M4.3";34,3;"S13E88";"-13";"+88";NA;NA
"2014-10-18T07:02Z";"2014-10-18T07:58Z";"2014-10-18T08:49Z";"M1.6";31,6;"S14E82";"-14";"+82";NA;NA
"2014-10-19T04:17Z";"2014-10-19T05:01Z";"2014-10-19T05:48Z";"X1.1";41,1;"S14E74";"-14";"+74";NA;NA
"2014-10-20T09:00Z";"2014-10-20T09:11Z";"2014-10-20T09:20Z";"M3.9";33,9;"S16E42";"-16";"+42";NA;NA
"2014-10-20T16:00Z";"2014-10-20T16:37Z";"2014-10-20T16:55Z";"M4.5";34,5;"S14E39";"-14";"+39";NA;NA
"2014-10-20T18:55Z";"2014-10-20T19:02Z";"2014-10-20T19:04Z";"M1.4";31,4;"S15E46";"-15";"+46";NA;NA
"2014-10-20T19:53Z";"2014-10-20T20:04Z";"2014-10-20T20:13Z";"M1.7";31,7;"S13E31";"-13";"+31";NA;NA
"2014-10-20T22:43Z";"2014-10-20T22:55Z";"2014-10-20T23:13Z";"M1.2";31,2;"S14E36";"-14";"+36";NA;NA
"2014-10-21T13:35Z";"2014-10-21T13:38Z";"2014-10-21T13:40Z";"M1.2";31,2;"S14E35";"-14";"+35";NA;NA
"2014-10-22T01:16Z";"2014-10-22T01:59Z";"2014-10-22T02:28Z";"M8.7";38,7;"S13E16";"-13";"+16";NA;NA
"2014-10-22T05:11Z";"2014-10-22T05:17Z";"2014-10-22T05:21Z";"M2.7";32,7;"S15E14";"-15";"+14";NA;NA
"2014-10-22T14:02Z";"2014-10-22T14:28Z";"2014-10-22T14:50Z";"X1.6";41,6;"S14E12";"-14";"+12";NA;NA
"2014-10-22T15:51Z";"2014-10-22T15:57Z";"2014-10-22T16:03Z";"M1.4";31,4;"S11E90";"-11";"+90";NA;NA
"2014-10-23T09:44Z";"2014-10-23T09:50Z";"2014-10-23T09:56Z";"M1.1";31,1;"S12W01";"-12";"-01";NA;NA
"2014-10-24T07:37Z";"2014-10-24T07:48Z";"2014-10-24T07:53Z";"M4.0";34;"S19W05";"-19";"-05";NA;NA
"2014-10-24T21:07Z";"2014-10-24T21:41Z";"2014-10-24T22:13Z";"X3.1";43,1;"S23W22";"-23";"-22";NA;NA
"2014-10-25T16:55Z";"2014-10-25T17:08Z";"2014-10-25T18:11Z";"X1.0";41;"S12W30";"-12";"-30";NA;NA
"2014-10-26T10:04Z";"2014-10-26T10:56Z";"2014-10-26T11:18Z";"X2.0";42;"S12W40";"-12";"-40";NA;NA
"2014-10-26T17:08Z";"2014-10-26T17:17Z";"2014-10-26T17:30Z";"M1.0";31;"S13W38";"-13";"-38";NA;NA
"2014-10-26T18:07Z";"2014-10-26T18:15Z";"2014-10-26T18:20Z";"M4.2";34,2;"S14W37";"-14";"-37";NA;NA
"2014-10-26T18:43Z";"2014-10-26T18:49Z";"2014-10-26T18:56Z";"M1.9";31,9;"S13W38";"-13";"-38";NA;NA
"2014-10-26T19:59Z";"2014-10-26T20:21Z";"2014-10-26T20:45Z";"M2.4";32,4;"S15W45";"-15";"-45";NA;NA
"2014-10-27T00:06Z";"2014-10-27T00:34Z";"2014-10-27T00:44Z";"M7.1";37,1;"S12W47";"-12";"-47";NA;NA
"2014-10-27T01:44Z";"2014-10-27T02:02Z";"2014-10-27T02:11Z";"M1.0";31;"S13W45";"-13";"-45";NA;NA
"2014-10-27T03:35Z";"2014-10-27T03:41Z";"2014-10-27T03:48Z";"M1.3";31,3;"S13W45";"-13";"-45";NA;NA
"2014-10-27T09:59Z";"2014-10-27T10:09Z";"2014-10-27T10:26Z";"M6.7";36,7;"S12W52";"-12";"-52";NA;NA
"2014-10-27T14:12Z";"2014-10-27T14:47Z";"2014-10-27T15:09Z";"X2.0";42;"S12W53";"-12";"-53";NA;NA
"2014-10-27T17:33Z";"2014-10-27T17:40Z";"2014-10-27T17:47Z";"M1.4";31,4;"S12W56";"-12";"-56";NA;NA
"2014-10-28T02:15Z";"2014-10-28T02:42Z";"2014-10-28T03:08Z";"M3.4";33,4;"S14W61";"-14";"-61";NA;NA
"2014-10-28T03:23Z";"2014-10-28T03:32Z";"2014-10-28T03:41Z";"M6.6";36,6;"S14W61";"-14";"-61";NA;NA
"2014-10-28T13:54Z";"2014-10-28T14:06Z";"2014-10-28T14:23Z";"M1.6";31,6;"S18W72";"-18";"-72";NA;NA
"2014-10-29T06:03Z";"2014-10-29T08:20Z";"2014-10-29T08:52Z";"M1.0";31;"S13W75";"-13";"-75";NA;NA
"2014-10-29T09:54Z";"2014-10-29T10:01Z";"2014-10-29T10:06Z";"M1.2";31,2;"S13W75";"-13";"-75";NA;NA
"2014-10-29T14:24Z";"2014-10-29T14:33Z";"2014-10-29T14:51Z";"M1.4";31,4;"S16W81";"-16";"-81";NA;NA
"2014-10-29T16:06Z";"2014-10-29T16:20Z";"2014-10-29T16:33Z";"M1.0";31;"S16W81";"-16";"-81";NA;NA
"2014-10-29T18:47Z";"2014-10-29T18:50Z";"2014-10-29T18:52Z";"M1.3";31,3;"S16W81";"-16";"-81";NA;NA
"2014-10-29T21:18Z";"2014-10-29T21:22Z";"2014-10-29T21:25Z";"M2.3";32,3;"S16W81";"-16";"-81";NA;NA
"2014-10-30T00:34Z";"2014-10-30T00:37Z";"2014-10-30T00:40Z";"M1.3";31,3;"S14W90";"-14";"-90";NA;NA
"2014-10-30T01:19Z";"2014-10-30T01:35Z";"2014-10-30T01:56Z";"M3.5";33,5;"S14W90";"-14";"-90";NA;NA
"2014-10-30T04:17Z";"2014-10-30T04:28Z";"2014-10-30T04:36Z";"M1.2";31,2;"S12W90";"-12";"-90";NA;NA
"2014-11-03T11:23Z";"2014-11-03T11:53Z";"2014-11-03T12:17Z";"M2.2";32,2;"N17E89";"+17";"+89";NA;NA
"2014-11-03T22:15Z";"2014-11-03T22:40Z";"2014-11-03T22:53Z";"M6.5";36,5;"N18E90";"+18";"+90";NA;NA
"2014-11-04T07:59Z";"2014-11-04T08:38Z";"2014-11-04T08:51Z";"M2.6";32,6;"N14E89";"+14";"+89";NA;NA
"2014-11-04T08:52Z";"2014-11-04T09:04Z";"2014-11-04T09:13Z";"M2.3";32,3;"N13E89";"+13";"+89";NA;NA
"2014-11-05T09:26Z";"2014-11-05T09:47Z";"2014-11-05T09:55Z";"M7.9";37,9;"N16E63";"+16";"+63";NA;NA
"2014-11-05T18:50Z";"2014-11-05T19:44Z";"2014-11-05T20:15Z";"M2.9";32,9;"N16E69";"+16";"+69";NA;NA
"2014-11-06T01:29Z";"2014-11-06T01:39Z";"2014-11-06T01:54Z";"M3.2";33,2;"N16E70";"+16";"+70";NA;NA
"2014-11-06T03:32Z";"2014-11-06T03:46Z";"2014-11-06T04:02Z";"M5.4";35,4;"N16E53";"+16";"+53";NA;NA
"2014-11-06T21:53Z";"2014-11-06T22:16Z";"2014-11-06T22:34Z";"M2.5";32,5;"N14E45";"+14";"+45";NA;NA
"2014-11-07T02:05Z";"2014-11-07T02:44Z";"2014-11-07T03:32Z";"M2.7";32,7;"N17E45";"+17";"+45";NA;NA
"2014-11-07T04:12Z";"2014-11-07T04:25Z";"2014-11-07T04:38Z";"M2.0";32;"N17E45";"+17";"+45";NA;NA
"2014-11-07T10:13Z";"2014-11-07T10:22Z";"2014-11-07T10:30Z";"M1.0";31;"N17E42";"+17";"+42";NA;NA
"2014-11-07T16:53Z";"2014-11-07T17:26Z";"2014-11-07T17:34Z";"X1.6";41,6;"N15E35";"+15";"+35";NA;NA
"2014-11-09T15:24Z";"2014-11-09T15:32Z";"2014-11-09T15:38Z";"M2.3";32,3;"N14E11";"+14";"+11";NA;NA
